School Year,Building Code,DBN,Location Name,Location Code,Address,Borough,Geographical District Code,Register,Building Name,# Schools,Schools in Building,Major N,Oth N,NoCrim N,Prop N,Vio N,ENGroupA,RangeA,AvgOfMajor N,AvgOfOth N,AvgOfNoCrim N,AvgOfProp N,AvgOfVio N
2013-14,X015,10X291,P.S. 291,X291,2195 ANDREWS AVENUE,X,10,678,2195 ANDREWS AVENUE CONSOLIDATED LOCATION,2,P.S. X015 Institute for Environmental Learning |  P.S. 291 |  2195 ANDREWS AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,501-750,4C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X015,,2195 ANDREWS AVENUE CONSOLIDATED LOCATION,,2195 ANDREWS AVENUE,X,10,"1,206",2195 ANDREWS AVENUE CONSOLIDATED LOCATION,2,P.S. X015 Institute for Environmental Learning |  P.S. 291 |  2195 ANDREWS AVENUE CONSOLIDATED LOCATION,0,3,1,0,1,1001-1250,6C,0.56,2.40,3.56,1.36,1.05
2013-14,X016,11X016,P.S. 016 Wakefield,X016,4550 CARPENTER AVENUE,X,11,561,,1,P.S. 016 Wakefield,1,0,1,0,1,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,X018,07X018,P.S. 018 John Peter Zenger,X018,502 MORRIS AVENUE,X,07,544,,1,P.S. 018 John Peter Zenger,0,0,1,0,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,X019,11X019,P.S. 019 Judith K. Weiss,X019,4318 KATONAH AVENUE,X,11,501,,1,P.S. 019 Judith K. Weiss,0,0,1,0,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,X020,10X020,"PS/MS 20 P.O.George J. Werdann, III",X020,3050 WEBSTER AVENUE,X,10,"1,100",,1,"PS/MS 20 P.O.George J. Werdann, III",0,1,0,1,0,1001-1250,6C,0.56,2.40,3.56,1.36,1.05
2013-14,X021,11X021,P.S. 021 Philip H. Sheridan,X021,715 EAST 225 STREET,X,11,696,,1,P.S. 021 Philip H. Sheridan,0,0,0,0,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,X022,09X022,J.H.S. 022 Jordan L. Mott,X022,270 EAST 167 STREET,X,09,570,270 EAST 167 STREET CONSOLIDATED LOCATION,2,J.H.S. 022 Jordan L. Mott |  Bronx Writing Academy |  270 EAST 167 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,501-750,4C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X022,09X323,Bronx Writing Academy,X323,270 EAST 167 STREET,X,09,497,270 EAST 167 STREET CONSOLIDATED LOCATION,2,J.H.S. 022 Jordan L. Mott |  Bronx Writing Academy |  270 EAST 167 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X022,,270 EAST 167 STREET CONSOLIDATED LOCATION,,270 EAST 167 STREET,X,09,"1,067",270 EAST 167 STREET CONSOLIDATED LOCATION,2,J.H.S. 022 Jordan L. Mott |  Bronx Writing Academy |  270 EAST 167 STREET CONSOLIDATED LOCATION,4,16,28,12,6,1001-1250,6C,0.56,2.40,3.56,1.36,1.05
2013-14,X023,10X023,P.S. 023 The New Children's School,X023,2151 WASHINGTON AVENUE,X,10,601,,1,P.S. 023 The New Children's School,0,0,0,0,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,X024,10X024,P.S. 024 Spuyten Duyvil,X024,660 WEST 236 STREET,X,10,935,,1,P.S. 024 Spuyten Duyvil,0,1,0,0,1,751-1000,5C,0.52,1.71,2.49,1.16,0.75
2013-14,X025,07X025,P.S. 025 Bilingual School,X025,811 EAST 149 STREET,X,07,470,,1,P.S. 025 Bilingual School,0,0,0,0,0,251-500,3C,0.35,1.06,1.09,0.73,0.50
2013-14,X026,10X396,P.S. 396,X396,1930 ANDREWS AVENUE,X,10,386,1930 ANDREWS AVENUE CONSOLIDATED LOCATION,2,M.S. 390 |  P.S. 396 |  1930 ANDREWS AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X026,10X390,M.S. 390,X390,1930 ANDREWS AVENUE,X,10,403,1930 ANDREWS AVENUE CONSOLIDATED LOCATION,2,M.S. 390 |  P.S. 396 |  1930 ANDREWS AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X026,,1930 ANDREWS AVENUE CONSOLIDATED LOCATION,,1930 ANDREWS AVENUE,X,10,789,1930 ANDREWS AVENUE CONSOLIDATED LOCATION,2,M.S. 390 |  P.S. 396 |  1930 ANDREWS AVENUE CONSOLIDATED LOCATION,1,4,4,2,2,751-1000,5C,0.52,1.71,2.49,1.16,0.75
2013-14,X027,07X277,P.S. 277,X277,519 ST ANNS AVENUE,X,07,435,,1,P.S. 277,1,3,1,4,0,251-500,3C,0.35,1.06,1.09,0.73,0.50
2013-14,X028,09X028,P.S. 028 Mount Hope,X028,1861 ANTHONY AVENUE,X,09,736,,1,P.S. 028 Mount Hope,0,0,0,0,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,X029,07X029,P.S./M.S. 029 Melrose School,X029,758 COURTLANDT AVENUE,X,07,738,,1,P.S./M.S. 029 Melrose School,0,1,1,0,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,X030,07X030,P.S. 030 Wilton,X030,510 EAST 141 STREET,X,07,565,,1,P.S. 030 Wilton,0,1,0,1,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,X032,10X032,P.S. 032 Belmont,X032,690 EAST 183 STREET,X,10,805,,1,P.S. 032 Belmont,0,0,0,0,0,751-1000,5C,0.52,1.71,2.49,1.16,0.75
2013-14,X033,10X033,P.S. 033 Timothy Dwight,X033,2424 JEROME AVENUE,X,10,"1,075",,1,P.S. 033 Timothy Dwight,0,1,1,0,1,1001-1250,6C,0.56,2.40,3.56,1.36,1.05
2013-14,X034,75X188,P.S. X188,X188,770 GROTE STREET,X,10,491,,1,P.S. X188,0,0,0,0,0,251-500,3C,0.35,1.06,1.09,0.73,0.50
2013-14,X035,09X035,P.S. 035 Franz Siegel,X035,261 EAST 163 STREET,X,09,661,,1,P.S. 035 Franz Siegel,0,1,0,1,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,X036,08X036,P.S. 036 Unionport,X036,1070 CASTLE HILL AVENUE,X,08,704,,1,P.S. 036 Unionport,0,0,0,0,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,X037,10X037,P.S. X037 - Multiple Intelligence School,X037,360 WEST 230 STREET,X,10,642,,1,P.S. X037 - Multiple Intelligence School,0,3,3,0,2,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,X039,08X332,Holcombe L. Rucker School of Community Research,X332,965 LONGWOOD AVENUE,X,08,261,965 LONGWOOD AVENUE CONSOLIDATED LOCATION,2,Holcombe L. Rucker School of Community Research |  Banana Kelly High School |  965 LONGWOOD AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X039,08X530,Banana Kelly High School,X530,965 LONGWOOD AVENUE,X,08,364,965 LONGWOOD AVENUE CONSOLIDATED LOCATION,2,Holcombe L. Rucker School of Community Research |  Banana Kelly High School |  965 LONGWOOD AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X039,,965 LONGWOOD AVENUE CONSOLIDATED LOCATION,,965 LONGWOOD AVENUE,X,08,625,965 LONGWOOD AVENUE CONSOLIDATED LOCATION,2,Holcombe L. Rucker School of Community Research |  Banana Kelly High School |  965 LONGWOOD AVENUE CONSOLIDATED LOCATION,2,6,16,6,1,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,X040,07X369,Young Leaders Elementary School,X369,468 EAST 140 STREET,X,07,314,468 EAST 140 STREET CONSOLIDATED LOCATION,2,P.S. 179 |  Young Leaders Elementary School |  468 EAST 140 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X040,07X179,P.S. 179,X179,468 EAST 140 STREET,X,07,384,468 EAST 140 STREET CONSOLIDATED LOCATION,2,P.S. 179 |  Young Leaders Elementary School |  468 EAST 140 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X040,,468 EAST 140 STREET CONSOLIDATED LOCATION,,468 EAST 140 STREET,X,07,698,468 EAST 140 STREET CONSOLIDATED LOCATION,2,P.S. 179 |  Young Leaders Elementary School |  468 EAST 140 STREET CONSOLIDATED LOCATION,1,3,1,4,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,X041,11X041,P.S. 041 Gun Hill Road,X041,3352 OLINVILLE AVENUE,X,11,876,,1,P.S. 041 Gun Hill Road,1,0,1,1,0,751-1000,5C,0.52,1.71,2.49,1.16,0.75
2013-14,X042,09X042,P.S. 042 Claremont,X042,1537 WASHINGTON AVENUE,X,09,460,,1,P.S. 042 Claremont,0,0,1,0,0,251-500,3C,0.35,1.06,1.09,0.73,0.50
2013-14,X043,07X043,P.S. 043 Jonas Bronck,X043,165 BROWN PLACE,X,07,536,,1,P.S. 043 Jonas Bronck,0,1,3,1,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,X044,12X044,P.S. 044 David C. Farragut,X044,1825 PROSPECT AVENUE,X,12,341,1825 PROSPECT AVENUE CONSOLIDATED LOCATION,2,P.S. 044 David C. Farragut |  Accion Academy |  1825 PROSPECT AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X044,12X341,Accion Academy,X341,1825 PROSPECT AVENUE,X,12,176,1825 PROSPECT AVENUE CONSOLIDATED LOCATION,2,P.S. 044 David C. Farragut |  Accion Academy |  1825 PROSPECT AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,1-250,2C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X044,,1825 PROSPECT AVENUE CONSOLIDATED LOCATION,,1825 PROSPECT AVENUE,X,12,517,1825 PROSPECT AVENUE CONSOLIDATED LOCATION,2,P.S. 044 David C. Farragut |  Accion Academy |  1825 PROSPECT AVENUE CONSOLIDATED LOCATION,1,4,4,3,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,X045,10X045,Thomas C. Giordano Middle School 45,X045,2502 LORILLARD PLACE,X,10,797,,1,Thomas C. Giordano Middle School 45,0,2,5,0,2,751-1000,5C,0.52,1.71,2.49,1.16,0.75
2013-14,X046,10X046,P.S. 046 Edgar Allan Poe,X046,279 EAST 196 STREET,X,10,"1,288",,1,P.S. 046 Edgar Allan Poe,0,0,0,0,0,1251-1500,7C,0.86,3.26,5.55,2.17,1.29
2013-14,X047,12X047,P.S. 047 John Randolph,X047,1794 EAST 172 STREET,X,12,"1,130",,1,P.S. 047 John Randolph,1,1,1,2,0,1001-1250,6C,0.56,2.40,3.56,1.36,1.05
2013-14,X048,08X048,P.S. 048 Joseph R. Drake,X048,1290 SPOFFORD AVENUE,X,08,855,,1,P.S. 048 Joseph R. Drake,1,1,2,1,1,751-1000,5C,0.52,1.71,2.49,1.16,0.75
2013-14,X049,84X309      ,South Bronx Charter School for International Cultu,X309,383 EAST 139 STREET,X,07,,383 EAST 139 STREET CONSOLIDATED LOCATION,2,P.S. 049 Willis Avenue|  South Bronx Charter School for International Cultu|  383 EAST 139 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X049,07X049,P.S. 049 Willis Avenue,X049,383 EAST 139 STREET,X,07,668,383 EAST 139 STREET CONSOLIDATED LOCATION,2,P.S. 049 Willis Avenue|  South Bronx Charter School for International Cultu|  383 EAST 139 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,501-750,4C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X049,,383 EAST 139 STREET CONSOLIDATED LOCATION,,383 EAST 139 STREET,X,07,668,383 EAST 139 STREET CONSOLIDATED LOCATION,2,P.S. 049 Willis Avenue|  South Bronx Charter School for International Cultu|  383 EAST 139 STREET CONSOLIDATED LOCATION,1,1,0,0,2,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,X050,12X050,P.S. 050 Clara Barton,X050,1550 VYSE AVENUE,X,12,187,1550 VYSE AVENUE CONSOLIDATED LOCATION,2,P.S. 050 Clara Barton |  Fairmont Neighborhood School |  1550 VYSE AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,1-250,2C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X050,12X314,Fairmont Neighborhood School,X314,1550 VYSE AVENUE,X,12,221,1550 VYSE AVENUE CONSOLIDATED LOCATION,2,P.S. 050 Clara Barton |  Fairmont Neighborhood School |  1550 VYSE AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,1-250,2C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X050,,1550 VYSE AVENUE CONSOLIDATED LOCATION,,1550 VYSE AVENUE,X,12,408,1550 VYSE AVENUE CONSOLIDATED LOCATION,2,P.S. 050 Clara Barton |  Fairmont Neighborhood School |  1550 VYSE AVENUE CONSOLIDATED LOCATION,0,0,1,0,0,251-500,3C,0.35,1.06,1.09,0.73,0.50
2013-14,X052,08X302,M.S. 302 Luisa Dessus Cruz,X302,681 KELLY STREET,X,08,590,681 KELLY STREET CONSOLIDATED LOCATION ,2,M.S. 302 Luisa Dessus Cruz |Girls Preparatory Charter School of the Bronx |681 KELLY STREET CONSOLIDATED LOCATION ,N/A,N/A,N/A,N/A,N/A,501-750,4C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X052,84X487      ,Girls Preparatory Charter School of the Bronx,X487,681 KELLY STREET,X,08,,681 KELLY STREET CONSOLIDATED LOCATION ,2,M.S. 302 Luisa Dessus Cruz |Girls Preparatory Charter School of the Bronx |681 KELLY STREET CONSOLIDATED LOCATION ,N/A,N/A,N/A,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X052,,681 KELLY STREET CONSOLIDATED LOCATION ,,681 KELLY STREET,X,08,590,681 KELLY STREET CONSOLIDATED LOCATION ,2,M.S. 302 Luisa Dessus Cruz |Girls Preparatory Charter School of the Bronx |681 KELLY STREET CONSOLIDATED LOCATION ,0,4,0,2,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,X053,09X053,P.S. 053 Basheer Quisim,X053,360 EAST 168 STREET,X,09,"1,320",,1,P.S. 053 Basheer Quisim,1,4,4,3,1,1251-1500,7C,0.86,3.26,5.55,2.17,1.29
2013-14,X054,10X054,P.S. / I.S. 54,X054,2703 WEBSTER AVENUE,X,10,486,,1,P.S. / I.S. 54,0,1,2,1,0,251-500,3C,0.35,1.06,1.09,0.73,0.50
2013-14,X055,84X494      ,Success Academy Charter School - Bronx 2,X494,450 SAINT PAUL'S PLACE,X,09,,450 SAINT PAUL'S PLACE  CONSOLIDATED LOCATION,2,P.S. 055 Benjamin Franklin|Success Academy Charter School - Bronx 2|450 SAINT PAUL'S PLACE  CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X055,09X055,P.S. 055 Benjamin Franklin,X055,450 SAINT PAUL'S PLACE,X,09,684,450 SAINT PAUL'S PLACE  CONSOLIDATED LOCATION,2,P.S. 055 Benjamin Franklin|Success Academy Charter School - Bronx 2|450 SAINT PAUL'S PLACE  CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,501-750,4C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X055,,450 SAINT PAUL'S PLACE  CONSOLIDATED LOCATION,,450 SAINT PAUL'S PLACE,X,09,,450 SAINT PAUL'S PLACE  CONSOLIDATED LOCATION,2,P.S. 055 Benjamin Franklin|Success Academy Charter School - Bronx 2|450 SAINT PAUL'S PLACE  CONSOLIDATED LOCATION,0,2,0,2,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X056,10X056,P.S. 056 Norwood Heights,X056,341 EAST 207 STREET,X,10,665,,1,P.S. 056 Norwood Heights,0,0,1,0,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,X057,12X057,P.S. 057 Crescent,X057,2111 CROTONA AVENUE,X,12,558,2111 CROTONA AVENUE CONSOLIDATED LOCATION,2,P.S. 057 Crescent |  Frederick Douglass Academy V. Middle School |  2111 CROTONA AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,501-750,4C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X057,12X273,Frederick Douglass Academy V. Middle School,X273,2111 CROTONA AVENUE,X,12,258,2111 CROTONA AVENUE CONSOLIDATED LOCATION,2,P.S. 057 Crescent |  Frederick Douglass Academy V. Middle School |  2111 CROTONA AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X057,,2111 CROTONA AVENUE CONSOLIDATED LOCATION,,2111 CROTONA AVENUE,X,12,816,2111 CROTONA AVENUE CONSOLIDATED LOCATION,2,P.S. 057 Crescent |  Frederick Douglass Academy V. Middle School |  2111 CROTONA AVENUE CONSOLIDATED LOCATION,0,0,1,0,0,751-1000,5C,0.52,1.71,2.49,1.16,0.75
2013-14,X058,09X058,P.S. 058,X058,459 EAST 176 STREET,X,09,456,,1,P.S. 058,0,0,0,0,0,251-500,3C,0.35,1.06,1.09,0.73,0.50
2013-14,X059,10X059,P.S. 059 The Community School of Technology,X059,2185 BATHGATE AVENUE,X,10,569,,1,P.S. 059 The Community School of Technology,0,1,0,1,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,X060,08X335,The Academy of the Arts,X335,888 REV J A POLITE AVE,X,08,274,888 REV J A POLITE AVE CONSOLIDATED LOCATION,2,P.S. 333 - The Museum School |  The Academy of the Arts |  888 REV J A POLITE AVE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X060,08X333,P.S. 333 - The Museum School,X333,888 REV J A POLITE AVE,X,08,432,888 REV J A POLITE AVE CONSOLIDATED LOCATION,2,P.S. 333 - The Museum School |  The Academy of the Arts |  888 REV J A POLITE AVE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X060,,888 REV J A POLITE AVE CONSOLIDATED LOCATION,,888 REV J A POLITE AVE,X,08,706,888 REV J A POLITE AVE CONSOLIDATED LOCATION,2,P.S. 333 - The Museum School |  The Academy of the Arts |  888 REV J A POLITE AVE CONSOLIDATED LOCATION,0,0,1,0,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,X061,12X061,P.S. 061 Francisco Oller,X061,1550 CROTONA PARK EAST,X,12,355,1550 CROTONA PARK EAST CONSOLIDATED LOCATION,2,P.S. 061 Francisco Oller |  E.S.M.T- I.S. 190 |  1550 CROTONA PARK EAST CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X061,12X190,E.S.M.T- I.S. 190,X190,1550 CROTONA PARK EAST,X,12,253,1550 CROTONA PARK EAST CONSOLIDATED LOCATION,2,P.S. 061 Francisco Oller |  E.S.M.T- I.S. 190 |  1550 CROTONA PARK EAST CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X061,,1550 CROTONA PARK EAST CONSOLIDATED LOCATION,,1550 CROTONA PARK EAST,X,12,608,1550 CROTONA PARK EAST CONSOLIDATED LOCATION,2,P.S. 061 Francisco Oller |  E.S.M.T- I.S. 190 |  1550 CROTONA PARK EAST CONSOLIDATED LOCATION,0,2,3,1,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,X062,08X062,P.S. 062 Inocensio Casanova,X062,660 FOX STREET,X,08,766,,1,P.S. 062 Inocensio Casanova,0,2,1,1,0,751-1000,5C,0.52,1.71,2.49,1.16,0.75
2013-14,X063,09X063,P.S. 063 Author's Academy,X063,1260 FRANKLIN AVENUE,X,09,588,,1,P.S. 063 Author's Academy,0,2,1,1,1,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,X064,09X294,The Walton Avenue School,X294,1425 WALTON AVENUE,X,09,257,1425 WALTON AVENUE CONSOLIDATED LOCATION,3,P.S. 064 Pura Belpre |  The Walton Avenue School |  Lucero Elementary School |  1425 WALTON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X064,09X064,P.S. 064 Pura Belpre,X064,1425 WALTON AVENUE,X,09,470,1425 WALTON AVENUE CONSOLIDATED LOCATION,3,P.S. 064 Pura Belpre |  The Walton Avenue School |  Lucero Elementary School |  1425 WALTON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X064,09X311,Lucero Elementary School,X311,1425 WALTON AVENUE,X,09,156,1425 WALTON AVENUE CONSOLIDATED LOCATION,3,P.S. 064 Pura Belpre |  The Walton Avenue School |  Lucero Elementary School |  1425 WALTON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,1-250,2C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X064,,1425 WALTON AVENUE CONSOLIDATED LOCATION,,1425 WALTON AVENUE,X,09,883,1425 WALTON AVENUE CONSOLIDATED LOCATION,3,P.S. 064 Pura Belpre |  The Walton Avenue School |  Lucero Elementary School |  1425 WALTON AVENUE CONSOLIDATED LOCATION,0,0,3,0,0,751-1000,5C,0.52,1.71,2.49,1.16,0.75
2013-14,X065,07X065,P.S. 065 Mother Hale Academy,X065,677 EAST 141 STREET,X,07,450,677 EAST 141 STREET CONSOLIDATED LOCATION,2,P.S. 065 Mother Hale Academy| Academic Leadership Charter School| 677 EAST 141 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X065,84X491      ,Academic Leadership Charter School,X491,677 EAST 141 STREET,X,07,,677 EAST 141 STREET CONSOLIDATED LOCATION,2,P.S. 065 Mother Hale Academy| Academic Leadership Charter School| 677 EAST 141 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X065,,677 EAST 141 STREET CONSOLIDATED LOCATION,,677 EAST 141 STREET,X,07,450,677 EAST 141 STREET CONSOLIDATED LOCATION,2,P.S. 065 Mother Hale Academy| Academic Leadership Charter School| 677 EAST 141 STREET CONSOLIDATED LOCATION,0,2,0,1,1,251-500,3C,0.35,1.06,1.09,0.73,0.50
2013-14,X066,12X066,P.S. 066 School of Higher Expectations,X066,1001 JENNINGS STREET,X,12,665,1001 JENNINGS STREET CONSOLIDATED LOCATION,2,P.S. 066 School of Higher Expectations |  Fannie Lou Hamer Middle School |  1001 JENNINGS STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,501-750,4C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X066,12X286,Fannie Lou Hamer Middle School,X286,1001 JENNINGS STREET,X,12,251,1001 JENNINGS STREET CONSOLIDATED LOCATION,2,P.S. 066 School of Higher Expectations |  Fannie Lou Hamer Middle School |  1001 JENNINGS STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X066,,1001 JENNINGS STREET CONSOLIDATED LOCATION,,1001 JENNINGS STREET,X,12,916,1001 JENNINGS STREET CONSOLIDATED LOCATION,2,P.S. 066 School of Higher Expectations |  Fannie Lou Hamer Middle School |  1001 JENNINGS STREET CONSOLIDATED LOCATION,0,4,3,1,2,751-1000,5C,0.52,1.71,2.49,1.16,0.75
2013-14,X067,12X372,Urban Assembly School for Wildlife Conservation,X372,2024 MOHEGAN AVENUE,X,12,552,2024 MOHEGAN AVENUE CONSOLIDATED LOCATION,2,P.S. 067 Mohegan School |  Urban Assembly School for Wildlife Conservation |  2024 MOHEGAN AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,501-750,4C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X067,12X067,P.S. 067 Mohegan School,X067,2024 MOHEGAN AVENUE,X,12,703,2024 MOHEGAN AVENUE CONSOLIDATED LOCATION,2,P.S. 067 Mohegan School |  Urban Assembly School for Wildlife Conservation |  2024 MOHEGAN AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,501-750,4C,#N/A,#N/A,#N/A,#N/A,#N/A
2013-14,X067,,2024 MOHEGAN AVENUE CONSOLIDATED LOCATION,,2024 MOHEGAN AVENUE,X,12,"1,255",2024 MOHEGAN AVENUE CONSOLIDATED LOCATION,2,P.S. 067 Mohegan School |  Urban Assembly School for Wildlife Conservation |  2024 MOHEGAN AVENUE CONSOLIDATED LOCATION,2,2,6,4,0,1251-1500,7C,0.86,3.26,5.55,2.17,1.29
2013-14,X068,11X068,P.S. 068 Bronx,X068,4011 MONTICELLO AVENUE,X,11,774,,1,P.S. 068 Bronx,0,1,3,1,0,751-1000,5C,0.52,1.71,2.49,1.16,0.75
2013-14,X069,08X069,P.S. 069 Journey Prep School,X069,560 THIERIOT AVENUE,X,08,589,,1,P.S. 069 Journey Prep School,0,1,0,1,0,501-750,4C,0.33,1.32,1.76,0.83,0.59
2013-14,X070,09X070,P.S. 070 Max Schoenfeld,X070,1691 WEEKS AVENUE,X,09,"1,388",,1,P.S. 070 Max Schoenfeld,1,0,0,1,0,1251-1500,7C,0.86,3.26,5.55,2.17,1.29
2013-14,X071,08X071,P.S. 071 Rose E. Scala,X071,3040 ROBERTS AVENUE,X,08,"1,698",,1,P.S. 071 Rose E. Scala,2,0,2,2,0,1501-1750,8C,0.81,3.95,6.51,2.30,1.78
2013-14,X072,08X072,P.S. 072 Dr. William Dorney,X072,2951 DEWEY AVENUE,X,08,896,,1,P.S. 072 Dr. William Dorney,0,1,0,1,0,751-1000,5C,0.52,1.71,2.49,1.16,0.75
2013-14,X073,09X073,P.S. 073 Bronx,X073,1020 ANDERSON AVENUE,X,09,872,,1,P.S. 073 Bronx,0,1,0,1,0,751-1000,5C,0.52,1.71,2.49,1.16,0.75
2013-14,X074,08X424,The Hunts Point School,X424,730 BRYANT AVENUE,X,08,361,730 BRYANT AVENUE CONSOLIDATED LOCATION ,2,The Hunts Point School|Hyde Leadership Charter School|730 BRYANT AVENUE CONSOLIDATED LOCATION ,N/A,N/A,N/A,N/A,N/A,251-500,3C,#N/A,#N/A,#N/A,#N/A,#N/A
